	Cluster_ID	Gene_ID	Contig_ID	MAG_ID
2300	Cluster 9816	G80616_pe_k99_1609_1	G80616_pe_k99_1609	G80616_pe_bin.1
2301	Cluster 10377	G80616_pe_k99_1609_20	G80616_pe_k99_1609	G80616_pe_bin.1
2302	Cluster 10951	G80616_pe_k99_1609_22	G80616_pe_k99_1609	G80616_pe_bin.1
2303	Cluster 11624	G80616_pe_k99_1609_32	G80616_pe_k99_1609	G80616_pe_bin.1
2304	Cluster 12079	G80616_pe_k99_1609_13	G80616_pe_k99_1609	G80616_pe_bin.1
2305	Cluster 12171	G80616_pe_k99_1609_25	G80616_pe_k99_1609	G80616_pe_bin.1
2306	Cluster 12665	G80616_pe_k99_1609_19	G80616_pe_k99_1609	G80616_pe_bin.1
2307	Cluster 13199	G80616_pe_k99_1609_3	G80616_pe_k99_1609	G80616_pe_bin.1
2308	Cluster 13377	G80616_pe_k99_1609_27	G80616_pe_k99_1609	G80616_pe_bin.1
2309	Cluster 13501	G80616_pe_k99_1609_12	G80616_pe_k99_1609	G80616_pe_bin.1
2310	Cluster 31	G80616_pe_k99_4765_29	G80616_pe_k99_4765	G80616_pe_bin.1
2311	Cluster 44	G80616_pe_k99_4765_30	G80616_pe_k99_4765	G80616_pe_bin.1
2312	Cluster 54	G80616_pe_k99_4765_14	G80616_pe_k99_4765	G80616_pe_bin.1
2313	Cluster 181	G80616_pe_k99_4765_34	G80616_pe_k99_4765	G80616_pe_bin.1
2314	Cluster 243	G80616_pe_k99_4765_25	G80616_pe_k99_4765	G80616_pe_bin.1
2315	Cluster 265	G80616_pe_k99_4765_8	G80616_pe_k99_4765	G80616_pe_bin.1
2316	Cluster 529	G80616_pe_k99_4765_3	G80616_pe_k99_4765	G80616_pe_bin.1
2317	Cluster 556	G80616_pe_k99_4765_20	G80616_pe_k99_4765	G80616_pe_bin.1
2318	Cluster 1732	G80616_pe_k99_4765_21	G80616_pe_k99_4765	G80616_pe_bin.1
2319	Cluster 1764	G80616_pe_k99_4765_26	G80616_pe_k99_4765	G80616_pe_bin.1
2320	Cluster 1991	G80616_pe_k99_4765_22	G80616_pe_k99_4765	G80616_pe_bin.1
2321	Cluster 2375	G80616_pe_k99_4765_5	G80616_pe_k99_4765	G80616_pe_bin.1
2322	Cluster 2669	G80616_pe_k99_4765_31	G80616_pe_k99_4765	G80616_pe_bin.1
2323	Cluster 2869	G80616_pe_k99_4765_33	G80616_pe_k99_4765	G80616_pe_bin.1
2324	Cluster 2913	G80616_pe_k99_4765_32	G80616_pe_k99_4765	G80616_pe_bin.1
2325	Cluster 3147	G80616_pe_k99_4765_10	G80616_pe_k99_4765	G80616_pe_bin.1
2326	Cluster 3445	G80616_pe_k99_4765_19	G80616_pe_k99_4765	G80616_pe_bin.1
2327	Cluster 3459	G80616_pe_k99_4765_18	G80616_pe_k99_4765	G80616_pe_bin.1
2328	Cluster 3553	G80616_pe_k99_4765_6	G80616_pe_k99_4765	G80616_pe_bin.1
2329	Cluster 4286	G80616_pe_k99_4765_35	G80616_pe_k99_4765	G80616_pe_bin.1
2330	Cluster 5878	G80616_pe_k99_4765_7	G80616_pe_k99_4765	G80616_pe_bin.1
2331	Cluster 5992	G80616_pe_k99_4765_12	G80616_pe_k99_4765	G80616_pe_bin.1
2332	Cluster 6267	G80616_pe_k99_4765_11	G80616_pe_k99_4765	G80616_pe_bin.1
2333	Cluster 8687	G80616_pe_k99_4765_17	G80616_pe_k99_4765	G80616_pe_bin.1
2334	Cluster 8744	G80616_pe_k99_4765_15	G80616_pe_k99_4765	G80616_pe_bin.1
2335	Cluster 8994	G80616_pe_k99_4765_27	G80616_pe_k99_4765	G80616_pe_bin.1
2336	Cluster 9066	G80616_pe_k99_4765_28	G80616_pe_k99_4765	G80616_pe_bin.1
2337	Cluster 9118	G80616_pe_k99_4765_4	G80616_pe_k99_4765	G80616_pe_bin.1
2338	Cluster 9257	G80616_pe_k99_4765_16	G80616_pe_k99_4765	G80616_pe_bin.1
2339	Cluster 9461	G80616_pe_k99_4765_13	G80616_pe_k99_4765	G80616_pe_bin.1
2340	Cluster 9709	G80616_pe_k99_4765_24	G80616_pe_k99_4765	G80616_pe_bin.1
2341	Cluster 11110	G80616_pe_k99_4765_2	G80616_pe_k99_4765	G80616_pe_bin.1
2342	Cluster 11318	G80616_pe_k99_4765_9	G80616_pe_k99_4765	G80616_pe_bin.1
2343	Cluster 12522	G80616_pe_k99_4765_23	G80616_pe_k99_4765	G80616_pe_bin.1
2344	Cluster 32	G80616_pe_k99_6829_23	G80616_pe_k99_6829	G80616_pe_bin.1
2345	Cluster 50	G80616_pe_k99_6829_12	G80616_pe_k99_6829	G80616_pe_bin.1
2346	Cluster 79	G80616_pe_k99_6829_63	G80616_pe_k99_6829	G80616_pe_bin.1
2347	Cluster 132	G80616_pe_k99_6829_11	G80616_pe_k99_6829	G80616_pe_bin.1
2348	Cluster 173	G80616_pe_k99_6829_73	G80616_pe_k99_6829	G80616_pe_bin.1
2349	Cluster 180	G80616_pe_k99_6829_119	G80616_pe_k99_6829	G80616_pe_bin.1
2350	Cluster 202	G80616_pe_k99_6829_53	G80616_pe_k99_6829	G80616_pe_bin.1
2351	Cluster 376	G80616_pe_k99_6829_14	G80616_pe_k99_6829	G80616_pe_bin.1
2352	Cluster 384	G80616_pe_k99_6829_96	G80616_pe_k99_6829	G80616_pe_bin.1
2353	Cluster 395	G80616_pe_k99_6829_4	G80616_pe_k99_6829	G80616_pe_bin.1
2354	Cluster 472	G80616_pe_k99_6829_60	G80616_pe_k99_6829	G80616_pe_bin.1
2355	Cluster 531	G80616_pe_k99_6829_3	G80616_pe_k99_6829	G80616_pe_bin.1
2356	Cluster 603	G80616_pe_k99_6829_58	G80616_pe_k99_6829	G80616_pe_bin.1
2357	Cluster 641	G80616_pe_k99_6829_5	G80616_pe_k99_6829	G80616_pe_bin.1
2358	Cluster 645	G80616_pe_k99_6829_32	G80616_pe_k99_6829	G80616_pe_bin.1
2359	Cluster 684	G80616_pe_k99_6829_39	G80616_pe_k99_6829	G80616_pe_bin.1
2360	Cluster 755	G80616_pe_k99_6829_17	G80616_pe_k99_6829	G80616_pe_bin.1
2361	Cluster 783	G80616_pe_k99_6829_18	G80616_pe_k99_6829	G80616_pe_bin.1
2362	Cluster 874	G80616_pe_k99_6829_52	G80616_pe_k99_6829	G80616_pe_bin.1
2363	Cluster 968	G80616_pe_k99_6829_93	G80616_pe_k99_6829	G80616_pe_bin.1
2364	Cluster 1028	G80616_pe_k99_6829_10	G80616_pe_k99_6829	G80616_pe_bin.1
2365	Cluster 1039	G80616_pe_k99_6829_64	G80616_pe_k99_6829	G80616_pe_bin.1
2366	Cluster 1050	G80616_pe_k99_6829_101	G80616_pe_k99_6829	G80616_pe_bin.1
2367	Cluster 1077	G80616_pe_k99_6829_15	G80616_pe_k99_6829	G80616_pe_bin.1
2368	Cluster 1147	G80616_pe_k99_6829_83	G80616_pe_k99_6829	G80616_pe_bin.1
2369	Cluster 1156	G80616_pe_k99_6829_95	G80616_pe_k99_6829	G80616_pe_bin.1
2370	Cluster 1169	G80616_pe_k99_6829_19	G80616_pe_k99_6829	G80616_pe_bin.1
2371	Cluster 1175	G80616_pe_k99_6829_26	G80616_pe_k99_6829	G80616_pe_bin.1
2372	Cluster 1526	G80616_pe_k99_6829_65	G80616_pe_k99_6829	G80616_pe_bin.1
2373	Cluster 1748	G80616_pe_k99_6829_55	G80616_pe_k99_6829	G80616_pe_bin.1
2374	Cluster 1757	G80616_pe_k99_6829_117	G80616_pe_k99_6829	G80616_pe_bin.1
2375	Cluster 1910	G80616_pe_k99_6829_2	G80616_pe_k99_6829	G80616_pe_bin.1
2376	Cluster 1940	G80616_pe_k99_6829_40	G80616_pe_k99_6829	G80616_pe_bin.1
2377	Cluster 1950	G80616_pe_k99_6829_71	G80616_pe_k99_6829	G80616_pe_bin.1
2378	Cluster 1961	G80616_pe_k99_6829_109	G80616_pe_k99_6829	G80616_pe_bin.1
2379	Cluster 2052	G80616_pe_k99_6829_47	G80616_pe_k99_6829	G80616_pe_bin.1
2380	Cluster 2125	G80616_pe_k99_6829_80	G80616_pe_k99_6829	G80616_pe_bin.1
2381	Cluster 2196	G80616_pe_k99_6829_45	G80616_pe_k99_6829	G80616_pe_bin.1
2382	Cluster 2401	G80616_pe_k99_6829_68	G80616_pe_k99_6829	G80616_pe_bin.1
2383	Cluster 2514	G80616_pe_k99_6829_120	G80616_pe_k99_6829	G80616_pe_bin.1
2384	Cluster 2518	G80616_pe_k99_6829_42	G80616_pe_k99_6829	G80616_pe_bin.1
2385	Cluster 2535	G80616_pe_k99_6829_79	G80616_pe_k99_6829	G80616_pe_bin.1
2386	Cluster 2576	G80616_pe_k99_6829_28	G80616_pe_k99_6829	G80616_pe_bin.1
2387	Cluster 2655	G80616_pe_k99_6829_24	G80616_pe_k99_6829	G80616_pe_bin.1
2388	Cluster 2667	G80616_pe_k99_6829_48	G80616_pe_k99_6829	G80616_pe_bin.1
2389	Cluster 2749	G80616_pe_k99_6829_43	G80616_pe_k99_6829	G80616_pe_bin.1
2390	Cluster 2915	G80616_pe_k99_6829_41	G80616_pe_k99_6829	G80616_pe_bin.1
2391	Cluster 2945	G80616_pe_k99_6829_74	G80616_pe_k99_6829	G80616_pe_bin.1
2392	Cluster 2949	G80616_pe_k99_6829_114	G80616_pe_k99_6829	G80616_pe_bin.1
2393	Cluster 3101	G80616_pe_k99_6829_103	G80616_pe_k99_6829	G80616_pe_bin.1
2394	Cluster 3248	G80616_pe_k99_6829_76	G80616_pe_k99_6829	G80616_pe_bin.1
2395	Cluster 3260	G80616_pe_k99_6829_67	G80616_pe_k99_6829	G80616_pe_bin.1
2396	Cluster 3569	G80616_pe_k99_6829_123	G80616_pe_k99_6829	G80616_pe_bin.1
2397	Cluster 3634	G80616_pe_k99_6829_82	G80616_pe_k99_6829	G80616_pe_bin.1
2398	Cluster 3656	G80616_pe_k99_6829_77	G80616_pe_k99_6829	G80616_pe_bin.1
2399	Cluster 3676	G80616_pe_k99_6829_62	G80616_pe_k99_6829	G80616_pe_bin.1
2400	Cluster 3717	G80616_pe_k99_6829_44	G80616_pe_k99_6829	G80616_pe_bin.1
2401	Cluster 3744	G80616_pe_k99_6829_1	G80616_pe_k99_6829	G80616_pe_bin.1
2402	Cluster 3871	G80616_pe_k99_6829_6	G80616_pe_k99_6829	G80616_pe_bin.1
2403	Cluster 3955	G80616_pe_k99_6829_16	G80616_pe_k99_6829	G80616_pe_bin.1
2404	Cluster 3973	G80616_pe_k99_6829_78	G80616_pe_k99_6829	G80616_pe_bin.1
2405	Cluster 4030	G80616_pe_k99_6829_118	G80616_pe_k99_6829	G80616_pe_bin.1
2406	Cluster 4107	G80616_pe_k99_6829_94	G80616_pe_k99_6829	G80616_pe_bin.1
2407	Cluster 4127	G80616_pe_k99_6829_21	G80616_pe_k99_6829	G80616_pe_bin.1
2408	Cluster 4371	G80616_pe_k99_6829_111	G80616_pe_k99_6829	G80616_pe_bin.1
2409	Cluster 4543	G80616_pe_k99_6829_106	G80616_pe_k99_6829	G80616_pe_bin.1
2410	Cluster 4560	G80616_pe_k99_6829_20	G80616_pe_k99_6829	G80616_pe_bin.1
2411	Cluster 4614	G80616_pe_k99_6829_29	G80616_pe_k99_6829	G80616_pe_bin.1
2412	Cluster 4629	G80616_pe_k99_6829_116	G80616_pe_k99_6829	G80616_pe_bin.1
2413	Cluster 4741	G80616_pe_k99_6829_104	G80616_pe_k99_6829	G80616_pe_bin.1
2414	Cluster 4757	G80616_pe_k99_6829_102	G80616_pe_k99_6829	G80616_pe_bin.1
2415	Cluster 4895	G80616_pe_k99_6829_84	G80616_pe_k99_6829	G80616_pe_bin.1
2416	Cluster 4932	G80616_pe_k99_6829_7	G80616_pe_k99_6829	G80616_pe_bin.1
2417	Cluster 4992	G80616_pe_k99_6829_56	G80616_pe_k99_6829	G80616_pe_bin.1
2418	Cluster 5429	G80616_pe_k99_6829_122	G80616_pe_k99_6829	G80616_pe_bin.1
2419	Cluster 5456	G80616_pe_k99_6829_105	G80616_pe_k99_6829	G80616_pe_bin.1
2420	Cluster 5459	G80616_pe_k99_6829_37	G80616_pe_k99_6829	G80616_pe_bin.1
2421	Cluster 5567	G80616_pe_k99_6829_107	G80616_pe_k99_6829	G80616_pe_bin.1
2422	Cluster 5744	G80616_pe_k99_6829_108	G80616_pe_k99_6829	G80616_pe_bin.1
2423	Cluster 5835	G80616_pe_k99_6829_115	G80616_pe_k99_6829	G80616_pe_bin.1
2424	Cluster 6322	G80616_pe_k99_6829_30	G80616_pe_k99_6829	G80616_pe_bin.1
2425	Cluster 6670	G80616_pe_k99_6829_88	G80616_pe_k99_6829	G80616_pe_bin.1
2426	Cluster 6733	G80616_pe_k99_6829_92	G80616_pe_k99_6829	G80616_pe_bin.1
2427	Cluster 6770	G80616_pe_k99_6829_110	G80616_pe_k99_6829	G80616_pe_bin.1
2428	Cluster 6960	G80616_pe_k99_6829_69	G80616_pe_k99_6829	G80616_pe_bin.1
2429	Cluster 7014	G80616_pe_k99_6829_70	G80616_pe_k99_6829	G80616_pe_bin.1
2430	Cluster 7087	G80616_pe_k99_6829_46	G80616_pe_k99_6829	G80616_pe_bin.1
2431	Cluster 7129	G80616_pe_k99_6829_87	G80616_pe_k99_6829	G80616_pe_bin.1
2432	Cluster 7202	G80616_pe_k99_6829_50	G80616_pe_k99_6829	G80616_pe_bin.1
2433	Cluster 7306	G80616_pe_k99_6829_9	G80616_pe_k99_6829	G80616_pe_bin.1
2434	Cluster 7457	G80616_pe_k99_6829_86	G80616_pe_k99_6829	G80616_pe_bin.1
2435	Cluster 8094	G80616_pe_k99_6829_81	G80616_pe_k99_6829	G80616_pe_bin.1
2436	Cluster 8134	G80616_pe_k99_6829_100	G80616_pe_k99_6829	G80616_pe_bin.1
2437	Cluster 8352	G80616_pe_k99_6829_125	G80616_pe_k99_6829	G80616_pe_bin.1
2438	Cluster 8404	G80616_pe_k99_6829_57	G80616_pe_k99_6829	G80616_pe_bin.1
2439	Cluster 8448	G80616_pe_k99_6829_99	G80616_pe_k99_6829	G80616_pe_bin.1
2440	Cluster 8604	G80616_pe_k99_6829_25	G80616_pe_k99_6829	G80616_pe_bin.1
2441	Cluster 8639	G80616_pe_k99_6829_54	G80616_pe_k99_6829	G80616_pe_bin.1
2442	Cluster 8716	G80616_pe_k99_6829_112	G80616_pe_k99_6829	G80616_pe_bin.1
2443	Cluster 8952	G80616_pe_k99_6829_59	G80616_pe_k99_6829	G80616_pe_bin.1
2444	Cluster 8979	G80616_pe_k99_6829_121	G80616_pe_k99_6829	G80616_pe_bin.1
2445	Cluster 9063	G80616_pe_k99_6829_61	G80616_pe_k99_6829	G80616_pe_bin.1
2446	Cluster 9110	G80616_pe_k99_6829_97	G80616_pe_k99_6829	G80616_pe_bin.1
2447	Cluster 9368	G80616_pe_k99_6829_90	G80616_pe_k99_6829	G80616_pe_bin.1
2448	Cluster 9416	G80616_pe_k99_6829_91	G80616_pe_k99_6829	G80616_pe_bin.1
2449	Cluster 9457	G80616_pe_k99_6829_34	G80616_pe_k99_6829	G80616_pe_bin.1
2450	Cluster 9463	G80616_pe_k99_6829_72	G80616_pe_k99_6829	G80616_pe_bin.1
2451	Cluster 9508	G80616_pe_k99_6829_35	G80616_pe_k99_6829	G80616_pe_bin.1
2452	Cluster 9652	G80616_pe_k99_6829_31	G80616_pe_k99_6829	G80616_pe_bin.1
2453	Cluster 9800	G80616_pe_k99_6829_89	G80616_pe_k99_6829	G80616_pe_bin.1
2454	Cluster 9900	G80616_pe_k99_6829_75	G80616_pe_k99_6829	G80616_pe_bin.1
2455	Cluster 10048	G80616_pe_k99_6829_36	G80616_pe_k99_6829	G80616_pe_bin.1
2456	Cluster 10077	G80616_pe_k99_6829_49	G80616_pe_k99_6829	G80616_pe_bin.1
2457	Cluster 10214	G80616_pe_k99_6829_33	G80616_pe_k99_6829	G80616_pe_bin.1
2458	Cluster 10252	G80616_pe_k99_6829_27	G80616_pe_k99_6829	G80616_pe_bin.1
2459	Cluster 10333	G80616_pe_k99_6829_8	G80616_pe_k99_6829	G80616_pe_bin.1
2460	Cluster 10654	G80616_pe_k99_6829_85	G80616_pe_k99_6829	G80616_pe_bin.1
2461	Cluster 11254	G80616_pe_k99_6829_38	G80616_pe_k99_6829	G80616_pe_bin.1
2462	Cluster 11512	G80616_pe_k99_6829_66	G80616_pe_k99_6829	G80616_pe_bin.1
2463	Cluster 12264	G80616_pe_k99_6829_51	G80616_pe_k99_6829	G80616_pe_bin.1
2464	Cluster 12277	G80616_pe_k99_6829_13	G80616_pe_k99_6829	G80616_pe_bin.1
2465	Cluster 12456	G80616_pe_k99_6829_113	G80616_pe_k99_6829	G80616_pe_bin.1
2466	Cluster 13194	G80616_pe_k99_6829_22	G80616_pe_k99_6829	G80616_pe_bin.1
2467	Cluster 13342	G80616_pe_k99_6829_98	G80616_pe_k99_6829	G80616_pe_bin.1
2468	Cluster 13422	G80616_pe_k99_6829_124	G80616_pe_k99_6829	G80616_pe_bin.1
2469	Cluster 34	G80568_pe_k99_7619_156	G80568_pe_k99_7619	G80568_pe_bin.4
2470	Cluster 130	G80568_pe_k99_7619_85	G80568_pe_k99_7619	G80568_pe_bin.4
2471	Cluster 200	G80568_pe_k99_7619_12	G80568_pe_k99_7619	G80568_pe_bin.4
2472	Cluster 213	G80568_pe_k99_7619_55	G80568_pe_k99_7619	G80568_pe_bin.4
2473	Cluster 225	G80568_pe_k99_7619_143	G80568_pe_k99_7619	G80568_pe_bin.4
2474	Cluster 233	G80568_pe_k99_7619_19	G80568_pe_k99_7619	G80568_pe_bin.4
2475	Cluster 256	G80568_pe_k99_7619_25	G80568_pe_k99_7619	G80568_pe_bin.4
2476	Cluster 276	G80568_pe_k99_7619_130	G80568_pe_k99_7619	G80568_pe_bin.4
2477	Cluster 337	G80568_pe_k99_7619_111	G80568_pe_k99_7619	G80568_pe_bin.4
2478	Cluster 347	G80568_pe_k99_7619_99	G80568_pe_k99_7619	G80568_pe_bin.4
2479	Cluster 359	G80568_pe_k99_7619_139	G80568_pe_k99_7619	G80568_pe_bin.4
2480	Cluster 378	G80568_pe_k99_7619_164	G80568_pe_k99_7619	G80568_pe_bin.4
2481	Cluster 422	G80568_pe_k99_7619_60	G80568_pe_k99_7619	G80568_pe_bin.4
2482	Cluster 480	G80568_pe_k99_7619_122	G80568_pe_k99_7619	G80568_pe_bin.4
2483	Cluster 517	G80568_pe_k99_7619_40	G80568_pe_k99_7619	G80568_pe_bin.4
2484	Cluster 535	G80568_pe_k99_7619_193	G80568_pe_k99_7619	G80568_pe_bin.4
2485	Cluster 576	G80568_pe_k99_7619_86	G80568_pe_k99_7619	G80568_pe_bin.4
2486	Cluster 601	G80568_pe_k99_7619_145	G80568_pe_k99_7619	G80568_pe_bin.4
2487	Cluster 633	G80568_pe_k99_7619_48	G80568_pe_k99_7619	G80568_pe_bin.4
2488	Cluster 725	G80568_pe_k99_7619_51	G80568_pe_k99_7619	G80568_pe_bin.4
2489	Cluster 848	G80568_pe_k99_7619_142	G80568_pe_k99_7619	G80568_pe_bin.4
2490	Cluster 880	G80568_pe_k99_7619_107	G80568_pe_k99_7619	G80568_pe_bin.4
2491	Cluster 924	G80568_pe_k99_7619_3	G80568_pe_k99_7619	G80568_pe_bin.4
2492	Cluster 939	G80568_pe_k99_7619_36	G80568_pe_k99_7619	G80568_pe_bin.4
2493	Cluster 1006	G80568_pe_k99_7619_214	G80568_pe_k99_7619	G80568_pe_bin.4
2494	Cluster 1060	G80568_pe_k99_7619_103	G80568_pe_k99_7619	G80568_pe_bin.4
2495	Cluster 1063	G80568_pe_k99_7619_174	G80568_pe_k99_7619	G80568_pe_bin.4
2496	Cluster 1080	G80568_pe_k99_7619_195	G80568_pe_k99_7619	G80568_pe_bin.4
2497	Cluster 1083	G80568_pe_k99_7619_29	G80568_pe_k99_7619	G80568_pe_bin.4
2498	Cluster 1307	G80568_pe_k99_7619_13	G80568_pe_k99_7619	G80568_pe_bin.4
2499	Cluster 1308	G80568_pe_k99_7619_4	G80568_pe_k99_7619	G80568_pe_bin.4
2500	Cluster 1389	G80568_pe_k99_7619_153	G80568_pe_k99_7619	G80568_pe_bin.4
2501	Cluster 1431	G80568_pe_k99_7619_140	G80568_pe_k99_7619	G80568_pe_bin.4
2502	Cluster 1525	G80568_pe_k99_7619_172	G80568_pe_k99_7619	G80568_pe_bin.4
2503	Cluster 1597	G80568_pe_k99_7619_126	G80568_pe_k99_7619	G80568_pe_bin.4
2504	Cluster 1664	G80568_pe_k99_7619_173	G80568_pe_k99_7619	G80568_pe_bin.4
2505	Cluster 1689	G80568_pe_k99_7619_154	G80568_pe_k99_7619	G80568_pe_bin.4
2506	Cluster 1759	G80568_pe_k99_7619_196	G80568_pe_k99_7619	G80568_pe_bin.4
2507	Cluster 1829	G80568_pe_k99_7619_197	G80568_pe_k99_7619	G80568_pe_bin.4
2508	Cluster 1869	G80568_pe_k99_7619_20	G80568_pe_k99_7619	G80568_pe_bin.4
2509	Cluster 1976	G80568_pe_k99_7619_2	G80568_pe_k99_7619	G80568_pe_bin.4
2510	Cluster 2009	G80568_pe_k99_7619_31	G80568_pe_k99_7619	G80568_pe_bin.4
2511	Cluster 2123	G80568_pe_k99_7619_198	G80568_pe_k99_7619	G80568_pe_bin.4
2512	Cluster 2134	G80568_pe_k99_7619_199	G80568_pe_k99_7619	G80568_pe_bin.4
2513	Cluster 2155	G80568_pe_k99_7619_168	G80568_pe_k99_7619	G80568_pe_bin.4
2514	Cluster 2200	G80568_pe_k99_7619_28	G80568_pe_k99_7619	G80568_pe_bin.4
2515	Cluster 2212	G80568_pe_k99_7619_191	G80568_pe_k99_7619	G80568_pe_bin.4
2516	Cluster 2385	G80568_pe_k99_7619_54	G80568_pe_k99_7619	G80568_pe_bin.4
2517	Cluster 2534	G80568_pe_k99_7619_170	G80568_pe_k99_7619	G80568_pe_bin.4
2518	Cluster 2545	G80568_pe_k99_7619_33	G80568_pe_k99_7619	G80568_pe_bin.4
2519	Cluster 2642	G80568_pe_k99_7619_61	G80568_pe_k99_7619	G80568_pe_bin.4
2520	Cluster 2671	G80568_pe_k99_7619_72	G80568_pe_k99_7619	G80568_pe_bin.4
2521	Cluster 2672	G80568_pe_k99_7619_150	G80568_pe_k99_7619	G80568_pe_bin.4
2522	Cluster 2689	G80568_pe_k99_7619_125	G80568_pe_k99_7619	G80568_pe_bin.4
2523	Cluster 2710	G80568_pe_k99_7619_32	G80568_pe_k99_7619	G80568_pe_bin.4
2524	Cluster 2714	G80568_pe_k99_7619_175	G80568_pe_k99_7619	G80568_pe_bin.4
2525	Cluster 2717	G80568_pe_k99_7619_16	G80568_pe_k99_7619	G80568_pe_bin.4
2526	Cluster 2769	G80568_pe_k99_7619_79	G80568_pe_k99_7619	G80568_pe_bin.4
2527	Cluster 2796	G80568_pe_k99_7619_119	G80568_pe_k99_7619	G80568_pe_bin.4
2528	Cluster 2797	G80568_pe_k99_7619_39	G80568_pe_k99_7619	G80568_pe_bin.4
2529	Cluster 2801	G80568_pe_k99_7619_92	G80568_pe_k99_7619	G80568_pe_bin.4
2530	Cluster 2868	G80568_pe_k99_7619_121	G80568_pe_k99_7619	G80568_pe_bin.4
2531	Cluster 2916	G80568_pe_k99_7619_8	G80568_pe_k99_7619	G80568_pe_bin.4
2532	Cluster 2942	G80568_pe_k99_7619_178	G80568_pe_k99_7619	G80568_pe_bin.4
2533	Cluster 2991	G80568_pe_k99_7619_216	G80568_pe_k99_7619	G80568_pe_bin.4
2534	Cluster 3011	G80568_pe_k99_7619_182	G80568_pe_k99_7619	G80568_pe_bin.4
2535	Cluster 3167	G80568_pe_k99_7619_185	G80568_pe_k99_7619	G80568_pe_bin.4
2536	Cluster 3198	G80568_pe_k99_7619_179	G80568_pe_k99_7619	G80568_pe_bin.4
2537	Cluster 3211	G80568_pe_k99_7619_113	G80568_pe_k99_7619	G80568_pe_bin.4
2538	Cluster 3245	G80568_pe_k99_7619_114	G80568_pe_k99_7619	G80568_pe_bin.4
2539	Cluster 3273	G80568_pe_k99_7619_115	G80568_pe_k99_7619	G80568_pe_bin.4
2540	Cluster 3332	G80568_pe_k99_7619_215	G80568_pe_k99_7619	G80568_pe_bin.4
2541	Cluster 3339	G80568_pe_k99_7619_53	G80568_pe_k99_7619	G80568_pe_bin.4
2542	Cluster 3392	G80568_pe_k99_7619_27	G80568_pe_k99_7619	G80568_pe_bin.4
2543	Cluster 3398	G80568_pe_k99_7619_6	G80568_pe_k99_7619	G80568_pe_bin.4
2544	Cluster 3431	G80568_pe_k99_7619_187	G80568_pe_k99_7619	G80568_pe_bin.4
2545	Cluster 3514	G80568_pe_k99_7619_148	G80568_pe_k99_7619	G80568_pe_bin.4
2546	Cluster 3519	G80568_pe_k99_7619_157	G80568_pe_k99_7619	G80568_pe_bin.4
2547	Cluster 3606	G80568_pe_k99_7619_124	G80568_pe_k99_7619	G80568_pe_bin.4
2548	Cluster 3612	G80568_pe_k99_7619_200	G80568_pe_k99_7619	G80568_pe_bin.4
2549	Cluster 3621	G80568_pe_k99_7619_138	G80568_pe_k99_7619	G80568_pe_bin.4
2550	Cluster 3629	G80568_pe_k99_7619_207	G80568_pe_k99_7619	G80568_pe_bin.4
2551	Cluster 3705	G80568_pe_k99_7619_97	G80568_pe_k99_7619	G80568_pe_bin.4
2552	Cluster 3710	G80568_pe_k99_7619_77	G80568_pe_k99_7619	G80568_pe_bin.4
2553	Cluster 4070	G80568_pe_k99_7619_210	G80568_pe_k99_7619	G80568_pe_bin.4
2554	Cluster 4095	G80568_pe_k99_7619_158	G80568_pe_k99_7619	G80568_pe_bin.4
2555	Cluster 4097	G80568_pe_k99_7619_169	G80568_pe_k99_7619	G80568_pe_bin.4
2556	Cluster 4170	G80568_pe_k99_7619_84	G80568_pe_k99_7619	G80568_pe_bin.4
2557	Cluster 4273	G80568_pe_k99_7619_70	G80568_pe_k99_7619	G80568_pe_bin.4
2558	Cluster 4326	G80568_pe_k99_7619_212	G80568_pe_k99_7619	G80568_pe_bin.4
2559	Cluster 4350	G80568_pe_k99_7619_141	G80568_pe_k99_7619	G80568_pe_bin.4
2560	Cluster 4392	G80568_pe_k99_7619_183	G80568_pe_k99_7619	G80568_pe_bin.4
2561	Cluster 4416	G80568_pe_k99_7619_7	G80568_pe_k99_7619	G80568_pe_bin.4
2562	Cluster 4423	G80568_pe_k99_7619_78	G80568_pe_k99_7619	G80568_pe_bin.4
2563	Cluster 4463	G80568_pe_k99_7619_95	G80568_pe_k99_7619	G80568_pe_bin.4
2564	Cluster 4509	G80568_pe_k99_7619_38	G80568_pe_k99_7619	G80568_pe_bin.4
2565	Cluster 4542	G80568_pe_k99_7619_37	G80568_pe_k99_7619	G80568_pe_bin.4
2566	Cluster 4593	G80568_pe_k99_7619_194	G80568_pe_k99_7619	G80568_pe_bin.4
2567	Cluster 4598	G80568_pe_k99_7619_71	G80568_pe_k99_7619	G80568_pe_bin.4
2568	Cluster 4669	G80568_pe_k99_7619_5	G80568_pe_k99_7619	G80568_pe_bin.4
2569	Cluster 4742	G80568_pe_k99_7619_206	G80568_pe_k99_7619	G80568_pe_bin.4
2570	Cluster 4826	G80568_pe_k99_7619_144	G80568_pe_k99_7619	G80568_pe_bin.4
2571	Cluster 4840	G80568_pe_k99_7619_68	G80568_pe_k99_7619	G80568_pe_bin.4
2572	Cluster 4908	G80568_pe_k99_7619_167	G80568_pe_k99_7619	G80568_pe_bin.4
2573	Cluster 5012	G80568_pe_k99_7619_58	G80568_pe_k99_7619	G80568_pe_bin.4
